epoch,split,loss,mIoU,mDice,MASD,NSD,lr,epoch_secs
1,train,1.1120400695239796,,,,,0.0001,7.822777032852173
1,val,0.9564088635806796,0.0004281543009074792,0.0008463676808606376,74.87906343712424,0.002615817623832461,0.0001,11.441867113113403
2,train,0.8396098193000344,,,,,9.996145181203615e-05,7.581605672836304
2,val,0.8381921158561224,0.09598938645272125,0.15018788257025434,49.54414829861139,0.06223786216903,9.996145181203615e-05,11.09977388381958
3,train,0.781574254877427,,,,,9.98458666866564e-05,7.284151315689087
3,val,0.9396706329116339,0.05008816989596584,0.0836881121826393,50.85183332967309,0.027366577973838353,9.98458666866564e-05,10.75636911392212
4,train,0.7414098865845624,,,,,9.965342284774632e-05,7.478732109069824
4,val,0.7669576240491264,0.14569556467501305,0.21467343681758125,50.140550632833964,0.12385152497579555,9.965342284774632e-05,11.160026788711548
5,train,0.7031791813233319,,,,,9.938441702975689e-05,7.38486909866333
5,val,0.7262542813639098,0.20224925241062858,0.2792032600841497,47.77254766857527,0.1781240499659506,9.938441702975689e-05,11.133469104766846
6,train,0.6661441922187805,,,,,9.903926402016153e-05,7.391665935516357
6,val,0.6902772090103053,0.1696501659070766,0.23817228207786528,43.058134349474464,0.17228698838841955,9.903926402016153e-05,11.05707597732544
7,train,0.6306223090957193,,,,,9.861849601988383e-05,7.375880718231201
7,val,0.6692876861065249,0.15804866220666186,0.2195042748421346,46.190048480529676,0.14891965694335008,9.861849601988383e-05,10.721210718154907
8,train,0.6002958199557136,,,,,9.812276182268236e-05,7.261493682861328
8,val,0.6477882824366605,0.14198220663475197,0.19481939069792548,45.95624825063237,0.1445695119034215,9.812276182268236e-05,10.655855655670166
9,train,0.5736937200321871,,,,,9.755282581475769e-05,7.274657964706421
9,val,0.6776607444014731,0.172377903339049,0.25416056742117854,43.47340672457979,0.13103647203750085,9.755282581475769e-05,10.819347620010376
10,train,0.547613921586205,,,,,9.690956679612421e-05,7.28695821762085
10,val,0.621597664265693,0.17192919062141976,0.23526901516521992,44.35235761570797,0.17512647155310973,9.690956679612421e-05,10.71751093864441
11,train,0.5207877355463365,,,,,9.619397662556433e-05,7.897671461105347
11,val,0.5934623517567599,0.21578153204223782,0.297060924699108,40.36006736325588,0.1939903697937943,9.619397662556433e-05,11.441234588623047
12,train,0.508546153938069,,,,,9.540715869125406e-05,7.488288164138794
12,val,0.6055884979948213,0.15202187778810336,0.20889264612084085,40.95834017984827,0.1777497028465252,9.540715869125406e-05,10.843907117843628
13,train,0.48241769075393676,,,,,9.455032620941839e-05,7.790520668029785
13,val,0.5931374739996994,0.2009939626409555,0.2789876160762156,41.595794294127366,0.17953494700291894,9.455032620941839e-05,11.30284309387207
14,train,0.46498946933185353,,,,,9.362480035363986e-05,7.453734874725342
14,val,0.5967659633370894,0.12480901818431345,0.1666474395949616,50.880652560644776,0.13971663839569412,9.362480035363986e-05,10.923371315002441
15,train,0.4335534074727227,,,,,9.263200821770461e-05,7.680929660797119
15,val,0.5376639019084882,0.2400716917782771,0.33329091113598375,35.5840628737143,0.2415617009565209,9.263200821770461e-05,11.449041366577148
16,train,0.4165995240211487,,,,,9.157348061512727e-05,7.416971445083618
16,val,0.596221702762797,0.09475231586939405,0.1371533846456288,42.76924794077611,0.12018909413711368,9.157348061512727e-05,10.796435356140137
17,train,0.3994584227309507,,,,,9.045084971874738e-05,7.194756269454956
17,val,0.5679108085511606,0.158354718820608,0.2141416189148527,43.72307686873217,0.17898557754598082,9.045084971874738e-05,10.501727104187012
18,train,0.3820663136594436,,,,,8.926584654403724e-05,7.4371232986450195
18,val,0.5499417223507845,0.18856170579446396,0.25133411930063665,34.53571590394684,0.21302483821534984,8.926584654403724e-05,10.819791555404663
19,train,0.36383834095562206,,,,,8.802029828000156e-05,7.247103691101074
19,val,0.5629786358603949,0.176019983321339,0.23299435397088913,35.93583176911363,0.19857627533200756,8.802029828000156e-05,10.718135833740234
20,train,0.33619343953974107,,,,,8.671612547178429e-05,7.671804904937744
20,val,0.542243484454819,0.18603143433706018,0.2536410391576693,35.24913442995346,0.22354237116546183,8.671612547178429e-05,11.17106294631958
21,train,0.3328863519079545,,,,,8.535533905932738e-05,7.367574453353882
21,val,0.5562101429021811,0.16405509435944526,0.2218113940042703,33.74120964467516,0.19264267239572058,8.535533905932738e-05,10.809727430343628
22,train,0.30588948586407827,,,,,8.39400372766471e-05,7.415562391281128
22,val,0.5172353801848013,0.23925711493607693,0.3207214781399266,30.96228460260399,0.2700071556648769,8.39400372766471e-05,10.912660837173462
23,train,0.2902299463748932,,,,,8.247240241650919e-05,7.256531238555908
23,val,0.6014236226866517,0.10141514726801606,0.1411240724084556,38.47770066396287,0.12979170549265864,8.247240241650919e-05,10.536045789718628
