epoch,split,loss,mIoU,mDice,MASD,NSD,lr,epoch_secs
1,train,0.9312368543300065,,,,,0.0001,39.94961881637573
1,val,0.7988290682705966,0.2621948837096833,0.37823433227967435,22.400048441415684,0.2047287825834639,0.0001,54.896941900253296
2,train,0.7198333242447529,,,,,9.996145181203615e-05,36.051440477371216
2,val,0.7267750505967574,0.2700540624745777,0.39628864859152324,25.114145206564203,0.19883123347214723,9.996145181203615e-05,49.23991918563843
3,train,0.6214607014070217,,,,,9.98458666866564e-05,36.2864887714386
3,val,0.6436322619698265,0.2967385091758231,0.42468617788948904,25.04300564747905,0.2179086321665757,9.98458666866564e-05,49.22005319595337
4,train,0.5359304979281329,,,,,9.965342284774632e-05,36.56560158729553
4,val,0.5781353642723777,0.3082715314333371,0.4286014061579322,17.75493561871729,0.24522391910690455,9.965342284774632e-05,49.65321707725525
5,train,0.46038423119399635,,,,,9.938441702975689e-05,36.1406455039978
5,val,0.5102257424051111,0.38460257223508637,0.5159411921742729,13.790648034220458,0.3649166388015523,9.938441702975689e-05,49.20450830459595
6,train,0.39399185354935806,,,,,9.903926402016153e-05,37.081560134887695
6,val,0.4948207407647913,0.33139995158728053,0.4580744439363864,18.2772911103164,0.3164032614832033,9.903926402016153e-05,50.126715898513794
7,train,0.3323560599498393,,,,,9.861849601988383e-05,36.35101509094238
7,val,0.45035112380981446,0.3682540078232926,0.4938170959529046,15.023094269492358,0.3520236440696385,9.861849601988383e-05,49.47706151008606
8,train,0.27572971531428964,,,,,9.812276182268236e-05,36.10036277770996
8,val,0.4030866819078272,0.3930469068721632,0.516996783686515,16.566401149055203,0.36573803093456797,9.812276182268236e-05,49.13100266456604
9,train,0.23585122165561279,,,,,9.755282581475769e-05,37.00299906730652
9,val,0.38323253425684844,0.3908483598588147,0.5105889742564009,16.056161566993275,0.38344043823132884,9.755282581475769e-05,49.4758505821228
10,train,0.20594605145335754,,,,,9.690956679612421e-05,36.45356464385986
10,val,0.3613724048571153,0.4006830641506542,0.5239752030282894,14.463447092134789,0.4047256967987082,9.690956679612421e-05,49.61993646621704
