epoch,split,loss,mIoU,mDice,MASD,NSD,lr,epoch_secs
1,train,0.9482829645488337,,,,,0.0001,43.392498254776
1,val,0.8130266269048055,0.21258431960082838,0.3108801398286548,34.558131164033256,0.1413631842636385,0.0001,60.253931522369385
2,train,0.7402124710572071,,,,,9.996145181203615e-05,40.316025495529175
2,val,0.6953053147185082,0.3017002286532594,0.42155676701386924,25.13047708366698,0.20954994240310257,9.996145181203615e-05,55.080355167388916
3,train,0.6527333673928198,,,,,9.98458666866564e-05,40.32508563995361
3,val,0.6381805305387459,0.28553867507270114,0.4101247659930115,38.18906607071464,0.17433893866001945,9.98458666866564e-05,55.4212441444397
4,train,0.5598829463336542,,,,,9.965342284774632e-05,40.19405007362366
4,val,0.6103856123350804,0.2020987280211219,0.28089076896675075,26.042756965555345,0.19605418480970993,9.965342284774632e-05,55.03181552886963
5,train,0.49217527467980343,,,,,9.938441702975689e-05,39.870726108551025
5,val,0.5439774641414094,0.3222688642545735,0.4416673886184092,20.926218823679704,0.2452111206517924,9.938441702975689e-05,55.022597312927246
6,train,0.4307347333159542,,,,,9.903926402016153e-05,39.83745718002319
6,val,0.5017722693144107,0.33987839034965994,0.4559053667328599,20.636587928475087,0.2923636459152753,9.903926402016153e-05,54.45925188064575
7,train,0.37963155608231525,,,,,9.861849601988383e-05,40.28095078468323
7,val,0.457102705937585,0.3528904959320883,0.476565108400063,20.244940973895837,0.28952683611402685,9.861849601988383e-05,54.92340922355652
8,train,0.32877770677590984,,,,,9.812276182268236e-05,40.589959383010864
8,val,0.4455439658725963,0.3410173832677763,0.4538311025421429,20.814272457323476,0.3205997097039227,9.812276182268236e-05,55.19624137878418
9,train,0.28791587759456744,,,,,9.755282581475769e-05,40.04383659362793
9,val,0.4219387285654841,0.3594691937943048,0.4746294107794901,20.241763049409176,0.33146842842950963,9.755282581475769e-05,54.574448585510254
10,train,0.25292720295425153,,,,,9.690956679612421e-05,40.28499937057495
10,val,0.410160958182578,0.34309951684274675,0.4536009035914587,19.742925123003296,0.33517695912451145,9.690956679612421e-05,54.815240144729614
11,train,0.2187565110432796,,,,,9.619397662556433e-05,40.00717282295227
11,val,0.39726130508519464,0.3605464176171027,0.47400843616011706,21.051886156301194,0.35954172548772523,9.619397662556433e-05,54.47424077987671
12,train,0.1967483622650815,,,,,9.540715869125406e-05,39.791467905044556
12,val,0.4193064017720472,0.31173242442826093,0.413013962901557,22.545084934948108,0.3086566585255033,9.540715869125406e-05,54.32842755317688
13,train,0.17266920917903597,,,,,9.455032620941839e-05,38.9932906627655
13,val,0.3898836525242313,0.3546539389549107,0.46277864377946426,17.491107838549013,0.34217066032181936,9.455032620941839e-05,53.358530044555664
14,train,0.15355458384395665,,,,,9.362480035363986e-05,39.25295424461365
14,val,0.3782583175141827,0.3570062681225682,0.46243393619334194,19.28434494438975,0.36090030111762933,9.362480035363986e-05,53.53030586242676
15,train,0.14057445228948892,,,,,9.263200821770461e-05,39.02058815956116
15,val,0.3862401359026728,0.35218885686965645,0.4626101000724986,20.79699710355239,0.3565658872017066,9.263200821770461e-05,53.27456784248352
16,train,0.1353303969882832,,,,,9.157348061512727e-05,38.74694800376892
16,val,0.3756452063524645,0.36089463208383266,0.47469129187171816,18.826734295917245,0.36850969751205026,9.157348061512727e-05,53.09891629219055
17,train,0.12257769453389693,,,,,9.045084971874738e-05,39.18321895599365
17,val,0.3951995507661813,0.3427795222974321,0.44677866688989437,20.171463967408318,0.3485257327685778,9.045084971874738e-05,53.53713297843933
18,train,0.1160178575293291,,,,,8.926584654403724e-05,39.204928159713745
18,val,0.404647390437282,0.3308895918297646,0.4371601328710749,16.966125463172354,0.3534479317115255,8.926584654403724e-05,53.548930406570435
19,train,0.10861407464470958,,,,,8.802029828000156e-05,39.385634899139404
19,val,0.3567296647850205,0.3832861638205594,0.49940460168069617,18.215203936374238,0.37842747648581565,8.802029828000156e-05,53.920246601104736
20,train,0.10131433962756752,,,,,8.671612547178429e-05,39.60017943382263
20,val,0.366525575031642,0.3835601603073651,0.5008851876041108,17.445792264162467,0.38861560982124,8.671612547178429e-05,54.05612397193909
21,train,0.10114533825647458,,,,,8.535533905932738e-05,39.21405506134033
21,val,0.38563187732026466,0.3574886496717481,0.4681423200957836,19.4076425303891,0.36692157248112484,8.535533905932738e-05,53.62001419067383
22,train,0.09586553893282883,,,,,8.39400372766471e-05,38.961127042770386
22,val,0.3742763586585818,0.36673169467114713,0.4754526624242131,19.222890824077574,0.3681766403309661,8.39400372766471e-05,53.69985628128052
23,train,0.08938467254241307,,,,,8.247240241650919e-05,40.20707726478577
23,val,0.3792998392402736,0.3626252840835498,0.4702867652876334,17.699844270217078,0.36596688614530404,8.247240241650919e-05,54.91024851799011
24,train,0.08975313817206611,,,,,8.095469746549169e-05,40.3782320022583
24,val,0.37352508262676354,0.37064061460208064,0.47902670865398683,19.85916452445587,0.37908215444507637,8.095469746549169e-05,55.21707344055176
25,train,0.08642768259146955,,,,,7.938926261462365e-05,40.2256441116333
25,val,0.40136821451140386,0.33784511906524145,0.44050989250594824,19.95656177627409,0.3571199429450026,7.938926261462365e-05,54.98248648643494
26,train,0.08078552033232148,,,,,7.77785116509801e-05,40.42658972740173
26,val,0.40940315958136825,0.334655763099939,0.439801066851555,21.135425130346395,0.358624932137124,7.77785116509801e-05,55.134987354278564
27,train,0.07778121314497076,,,,,7.612492823579744e-05,40.38152503967285
27,val,0.38303549052063934,0.36358253250018,0.4734155482911196,20.341426714907033,0.37329601269286666,7.612492823579744e-05,55.151124477386475
28,train,0.07715289303210386,,,,,7.443106207484775e-05,39.936758041381836
28,val,0.3857668377215566,0.3543766624928295,0.46243235861551873,20.080629936725387,0.3650394212950407,7.443106207484775e-05,54.72252583503723
29,train,0.07713955381826798,,,,,7.269952498697733e-05,40.73573970794678
29,val,0.38160354833976895,0.3585574561023809,0.4656512416418208,19.297299138127833,0.36663499258247034,7.269952498697733e-05,55.55944490432739
30,train,0.07066762221292552,,,,,7.093298687687139e-05,40.30465006828308
30,val,0.38831304549391754,0.3573499869062321,0.46487197017799214,19.061233993306093,0.3807075043579773,7.093298687687139e-05,55.46306037902832
31,train,0.07003781186719225,,,,,6.913417161825447e-05,39.71808886528015
31,val,0.41024701604071784,0.33138999191897023,0.4352136818694267,23.651811690163186,0.34984444094072836,6.913417161825447e-05,54.80567741394043
32,train,0.07046317365391981,,,,,6.730585285387463e-05,40.56112194061279
32,val,0.4191286821721816,0.3168627903880944,0.4128427333160958,21.47499737814419,0.3407973326408169,6.730585285387463e-05,55.15148091316223
33,train,0.06540983925942342,,,,,6.545084971874736e-05,39.89083385467529
33,val,0.4046385917398665,0.34091416565354893,0.44526697060136383,19.311923964344658,0.354884453864675,6.545084971874736e-05,54.39584422111511
34,train,0.06674266090759864,,,,,6.35720224932537e-05,40.85356044769287
34,val,0.427892030502846,0.31790609109689155,0.41854819891244327,20.974622310429396,0.33608687791175135,6.35720224932537e-05,55.49788951873779
35,train,0.06462709490008164,,,,,6.167226819279526e-05,39.96546769142151
35,val,0.41638272650101604,0.3354195825274534,0.4426562929714488,22.22846864454847,0.3505238057660036,6.167226819279526e-05,54.96876239776611
36,train,0.0591567819699263,,,,,5.97545161008064e-05,40.13091015815735
36,val,0.3775183816069092,0.37193097995321134,0.4850631332500423,19.434009778121055,0.3857231006996704,5.97545161008064e-05,54.97776985168457
37,train,0.06095468670002416,,,,,5.782172325201153e-05,40.87804079055786
37,val,0.4010291419972002,0.34528380779818724,0.4509828604062783,20.614553915907198,0.35980595705762247,5.782172325201153e-05,55.65871000289917
38,train,0.05820590959187926,,,,,5.587686987289187e-05,40.04509925842285
38,val,0.4094298340234102,0.34584003739159996,0.4523318834529542,21.009088811008052,0.36457100139367854,5.587686987289187e-05,54.746604919433594
39,train,0.05792271093255774,,,,,5.392295478639223e-05,40.59336853027344
39,val,0.3947068800041878,0.36687876875017467,0.4801167417758154,19.969555205159203,0.3881688230051968,5.392295478639223e-05,55.75058960914612
40,train,0.056407602880670135,,,,,5.196299078795341e-05,39.90195846557617
40,val,0.42246946758207155,0.3393317336003052,0.44219292274068955,19.30974577198336,0.35918216330575997,5.196299078795341e-05,54.884875535964966
41,train,0.05468259606393654,,,,,4.999999999999998e-05,40.30980563163757
41,val,0.3952229125242607,0.3649427321001152,0.47543695519471524,19.317084762543136,0.3803852069833695,4.999999999999998e-05,54.72731876373291
42,train,0.0535711190023823,,,,,4.8037009212046566e-05,40.61710071563721
42,val,0.4104560909707562,0.3546993938268308,0.4606328456814487,21.488541460650605,0.36809002361298393,4.8037009212046566e-05,55.34030079841614
43,train,0.05158782577900975,,,,,4.6077045213607746e-05,39.8179395198822
43,val,0.40201368141505456,0.356052409086244,0.4665087163161891,18.56814632468003,0.37063271502123074,4.6077045213607746e-05,54.53876447677612
44,train,0.051269441715672485,,,,,4.4123130127108115e-05,40.48914313316345
44,val,0.4298057765547746,0.3292705216760491,0.43373221727320904,21.01632686930538,0.35428058408397367,4.4123130127108115e-05,55.579641819000244
45,train,0.052408224677513125,,,,,4.217827674798846e-05,39.89859318733215
45,val,0.41501685704281127,0.3440365922489806,0.44863476153096205,19.474507356027917,0.3576160750796305,4.217827674798846e-05,54.99528527259827
46,train,0.050504029688672125,,,,,4.024548389919358e-05,40.16464400291443
46,val,0.41507504510334114,0.34903203844551506,0.45291856825183463,20.40274876873589,0.3708511157972388,4.024548389919358e-05,55.14478826522827
47,train,0.048412826612719104,,,,,3.832773180720473e-05,40.476526737213135
47,val,0.3900118185560298,0.37228147650928206,0.48660761500452454,17.771185949266986,0.3927714478124777,3.832773180720473e-05,54.99178171157837
48,train,0.04662354244847922,,,,,3.642797750674627e-05,39.64751839637756
48,val,0.4065641173545052,0.35961529978232715,0.4705087166764521,18.484132535739466,0.37972759189497396,3.642797750674627e-05,54.57436275482178
49,train,0.045481652923543905,,,,,3.454915028125263e-05,40.279685735702515
49,val,0.4030323200950436,0.3649591581837492,0.475378451671912,19.26006533841162,0.3835279626172301,3.454915028125263e-05,55.03509283065796
50,train,0.04348982225816984,,,,,3.269414714612536e-05,40.55346059799194
50,val,0.40626873338923736,0.3585889606282667,0.4672314238110172,20.01082965116266,0.37646510601580935,3.269414714612536e-05,55.12986207008362
51,train,0.04222403169527353,,,,,3.086582838174551e-05,40.598883628845215
51,val,0.40813424983640123,0.3602030234567563,0.47090889475610376,18.623546058605516,0.38360684440968845,3.086582838174551e-05,55.269245624542236
52,train,0.041480664269961526,,,,,2.9067013123128613e-05,39.928911447525024
