epoch,split,loss,mIoU,mDice,MASD,NSD,lr,epoch_secs
1,train,1.1196961150755222,,,,,0.0001,7.749361515045166
1,val,0.9825507718866522,0.012588857054058935,0.023952507238915396,73.79706446339405,0.032808892075543744,0.0001,10.857917785644531
2,train,0.8482434078471657,,,,,9.996145181203615e-05,6.897245407104492
2,val,0.8325133310664784,0.16462765069296278,0.25031949134693576,41.52747645368982,0.14977742403466177,9.996145181203615e-05,9.883489847183228
3,train,0.7885858489788524,,,,,9.98458666866564e-05,6.833308219909668
3,val,0.8065982929143038,0.19169565960764884,0.2953024891870362,41.74518116130985,0.13366744602538883,9.98458666866564e-05,9.764999151229858
4,train,0.726650682337362,,,,,9.965342284774632e-05,6.946705102920532
4,val,0.7549070783094927,0.21162549848003046,0.31826396573867116,41.114691704451886,0.14406393441888174,9.965342284774632e-05,9.91579794883728
5,train,0.6851677018598672,,,,,9.938441702975689e-05,6.9326958656311035
5,val,0.718423727425662,0.2203237334000213,0.33110749359641756,28.533003950493608,0.14683151359665583,9.938441702975689e-05,9.884708881378174
6,train,0.6394458181379742,,,,,9.903926402016153e-05,6.999476194381714
6,val,0.6522029443220658,0.2054344481608315,0.2958625975682949,32.503576626745875,0.16116531703292764,9.903926402016153e-05,9.92266035079956
7,train,0.6035044290600446,,,,,9.861849601988383e-05,7.030614137649536
7,val,0.646256086176092,0.24263585130018847,0.3581565854804856,23.87485068109079,0.17781832603805037,9.861849601988383e-05,10.179618120193481
8,train,0.5763982717023111,,,,,9.812276182268236e-05,6.94420862197876
8,val,0.609531107599085,0.21032504643567784,0.3032039025198543,23.371079061087148,0.18294916284479595,9.812276182268236e-05,9.79818344116211
9,train,0.5458241944921146,,,,,9.755282581475769e-05,6.647376775741577
9,val,0.6029150964997031,0.242613307479769,0.3537250703998974,20.184611418115374,0.20376403894656087,9.755282581475769e-05,9.51778244972229
10,train,0.5217018493597466,,,,,9.690956679612421e-05,7.079105854034424
10,val,0.5925470993735573,0.2331744838179552,0.33857014202574637,35.645029523948466,0.17929073780495114,9.690956679612421e-05,10.006351232528687
11,train,0.48929980476017504,,,,,9.619397662556433e-05,7.1445653438568115
11,val,0.5581004801663485,0.2877163122408092,0.40793132624988043,22.564772764588962,0.2380504000973264,9.619397662556433e-05,10.095661640167236
12,train,0.4611417075060018,,,,,9.540715869125406e-05,7.23961877822876
12,val,0.545469555421309,0.24610136068354607,0.3474520010826615,28.834043766582543,0.19250005847791973,9.540715869125406e-05,10.25731348991394
13,train,0.4424497602886953,,,,,9.455032620941839e-05,7.0450522899627686
13,val,0.5348709097775546,0.26593977468354363,0.38152915154184613,25.744020355281073,0.20952638727393133,9.455032620941839e-05,9.96066689491272
14,train,0.4199884730864832,,,,,9.362480035363986e-05,7.122418403625488
14,val,0.5283602702617646,0.23153566794850522,0.33008443481270283,24.66891902859722,0.20782515990912565,9.362480035363986e-05,9.974538564682007
15,train,0.3993357535376334,,,,,9.263200821770461e-05,6.9407432079315186
15,val,0.49687421560287476,0.2989047110080719,0.41499591884868486,21.39417559706264,0.2582272852991028,9.263200821770461e-05,9.860712051391602
16,train,0.3822402036393968,,,,,9.157348061512727e-05,6.773088455200195
16,val,0.4753520463813435,0.2951437811766352,0.4049108245543071,19.83320922405843,0.26109454917163244,9.157348061512727e-05,9.838335037231445
17,train,0.35898792094798704,,,,,9.045084971874738e-05,6.826168775558472
17,val,0.4955245654149489,0.21592738576081694,0.3038054155543178,25.99260590580033,0.20704086982369602,9.045084971874738e-05,9.69171404838562
18,train,0.3435928165727233,,,,,8.926584654403724e-05,7.061903238296509
18,val,0.49948759122328323,0.1864747403991125,0.26691050754360945,25.191866152034283,0.16829294751055354,8.926584654403724e-05,10.082557201385498
19,train,0.31429627496013374,,,,,8.802029828000156e-05,7.081531286239624
19,val,0.48193592505021526,0.23664595285164458,0.3355347478496177,30.592472779338575,0.2322392357241053,8.802029828000156e-05,9.960466861724854
20,train,0.300837461119677,,,,,8.671612547178429e-05,6.824538707733154
20,val,0.45417621981013906,0.2907323587362803,0.40616238630206614,22.422359297657707,0.25269889485027214,8.671612547178429e-05,9.709592580795288
21,train,0.29128949712631674,,,,,8.535533905932738e-05,6.740533113479614
21,val,0.4515809818831357,0.26863426480974467,0.37237101601702827,20.474765890933906,0.2434213084735092,8.535533905932738e-05,9.761418581008911
22,train,0.2708898287955932,,,,,8.39400372766471e-05,6.917102098464966
22,val,0.44711823149160906,0.2556169154920748,0.3543408163690141,19.538335111750175,0.24273003816229297,8.39400372766471e-05,9.976988554000854
23,train,0.2513144826907578,,,,,8.247240241650919e-05,7.116255760192871
23,val,0.41696610613302754,0.32603827959724835,0.4472748217838151,17.01372424797068,0.30587816658764405,8.247240241650919e-05,10.075561285018921
24,train,0.23619399443384648,,,,,8.095469746549169e-05,7.296206712722778
24,val,0.4297987844727256,0.27619679731989605,0.38205029636628984,20.380535064466727,0.2599487633215007,8.095469746549169e-05,10.12122368812561
25,train,0.22905772015985396,,,,,7.938926261462365e-05,7.225107192993164
25,val,0.40562105438926005,0.32556255821670804,0.44627249053280266,20.24801831221788,0.2957886770258253,7.938926261462365e-05,10.15882420539856
26,train,0.21523937460145165,,,,,7.77785116509801e-05,6.900755405426025
26,val,0.4250954532623291,0.26263769276751614,0.35651206642700767,20.381905171978676,0.25664256753038345,7.77785116509801e-05,9.903826236724854
27,train,0.20467857216972957,,,,,7.612492823579744e-05,7.056977033615112
27,val,0.4218708509748632,0.266826584096998,0.3703953648784331,20.446123906750532,0.2669629290381002,7.612492823579744e-05,10.088991403579712
28,train,0.1941271298224596,,,,,7.443106207484775e-05,7.354513168334961
28,val,0.39747879320924934,0.3088931796540107,0.42304679192602634,17.327629835848775,0.3163088580576925,7.443106207484775e-05,10.227876424789429
29,train,0.1900431222483678,,,,,7.269952498697733e-05,6.936463117599487
29,val,0.3946000356023962,0.2992959584205867,0.4054967014082365,16.930766121571065,0.3043772955143842,7.269952498697733e-05,9.92249059677124
30,train,0.18238428501560008,,,,,7.093298687687139e-05,7.086662769317627
30,val,0.41306047157807785,0.27869860798652685,0.3840685172472149,18.314698400278093,0.2751335737193744,7.093298687687139e-05,9.994011878967285
31,train,0.17125998147724206,,,,,6.913417161825447e-05,6.955822229385376
31,val,0.39072359388524835,0.2921067584838186,0.40476215801068716,15.414541665874857,0.30407537626345393,6.913417161825447e-05,9.989063024520874
32,train,0.1636898482615247,,,,,6.730585285387463e-05,6.965125560760498
32,val,0.3718292223323475,0.3343235970607826,0.44823183779205594,16.476176343968348,0.3224258101538124,6.730585285387463e-05,9.987922430038452
33,train,0.15516578349318141,,,,,6.545084971874736e-05,7.142728567123413
33,val,0.4032809510014274,0.2750478007134014,0.3747605027067306,19.13630837598195,0.28864491531397174,6.545084971874736e-05,10.082953929901123
34,train,0.1458688668014473,,,,,6.35720224932537e-05,7.14298152923584
34,val,0.3761675237525593,0.31646404851760185,0.4346255310944149,18.23588151854154,0.31772820766412574,6.35720224932537e-05,10.010580778121948
35,train,0.1391512011156112,,,,,6.167226819279526e-05,7.036281585693359
35,val,0.3793683071569963,0.3120214982995812,0.4193869991201158,16.131440343480463,0.3226424466976329,6.167226819279526e-05,9.911402225494385
36,train,0.13570832293104051,,,,,5.97545161008064e-05,6.83437967300415
36,val,0.36743030017072503,0.3281557759536164,0.43850706975374903,14.16492546811151,0.3334471966231339,5.97545161008064e-05,9.844271183013916
37,train,0.1323950412113967,,,,,5.782172325201153e-05,7.1399009227752686
37,val,0.3735166496580297,0.31600480590547836,0.4340672567486763,15.043775706643796,0.326168592652672,5.782172325201153e-05,10.04963755607605
38,train,0.12393687059451039,,,,,5.587686987289187e-05,7.069470643997192
38,val,0.380435528755188,0.29359504314405577,0.4050127239099571,17.413619318350047,0.3097980572868782,5.587686987289187e-05,10.13334321975708
39,train,0.12303228655462131,,,,,5.392295478639223e-05,6.902405500411987
39,val,0.3764734987779097,0.3071186316864831,0.41637293687090277,16.910017564817707,0.3105426039698734,5.392295478639223e-05,9.833640098571777
40,train,0.11957680854604552,,,,,5.196299078795341e-05,6.983971118927002
40,val,0.35969931255687365,0.329641834593245,0.44577415340713095,14.634431835489872,0.3402803365759097,5.196299078795341e-05,9.913037061691284
41,train,0.11449973161214988,,,,,4.999999999999998e-05,6.857630729675293
41,val,0.37376522942022844,0.3031478366390552,0.41248971779715166,18.17837107982146,0.3145411550164316,4.999999999999998e-05,9.713226318359375
42,train,0.10864167214366918,,,,,4.8037009212046566e-05,6.558765172958374
42,val,0.3519931109385057,0.343924741340535,0.46551187868629185,15.40703939143034,0.35302369481023954,4.8037009212046566e-05,9.612008094787598
43,train,0.1104664825262215,,,,,4.6077045213607746e-05,6.970480680465698
43,val,0.3736501642790708,0.3061595821686621,0.4173541948166011,17.734605552059616,0.316721458508868,4.6077045213607746e-05,9.988657236099243
44,train,0.10578409984452913,,,,,4.4123130127108115e-05,6.912397623062134
44,val,0.34647543636235323,0.3457894816462483,0.46372762758816993,14.47632293966197,0.3585507225464206,4.4123130127108115e-05,10.008202314376831
45,train,0.10261179035178981,,,,,4.217827674798846e-05,7.177516460418701
45,val,0.35854367711327295,0.325804666057229,0.4378629265086991,14.458230998511604,0.33452257269392494,4.217827674798846e-05,10.078255891799927
46,train,0.09793139792526862,,,,,4.024548389919358e-05,7.21911358833313
46,val,0.36416262382810766,0.3173840723133513,0.4294625444603818,16.187178812971965,0.3330086558152982,4.024548389919358e-05,10.358193635940552
47,train,0.09674655410865232,,,,,3.832773180720473e-05,6.850291967391968
47,val,0.3500230326977643,0.3413430745048182,0.45744872306074413,15.110460747361,0.34061402539638674,3.832773180720473e-05,9.859009265899658
48,train,0.09695796651148685,,,,,3.642797750674627e-05,6.828251600265503
48,val,0.3635657366297462,0.3159691387654415,0.4274692428963525,16.44077665868817,0.3299900652858181,3.642797750674627e-05,9.87899374961853
49,train,0.09091318468237368,,,,,3.454915028125263e-05,6.9837095737457275
49,val,0.36793319886380976,0.3087025880081845,0.4193698878400028,16.626838494032384,0.3288274459130843,3.454915028125263e-05,10.107834339141846
50,train,0.08706291208788174,,,,,3.269414714612536e-05,6.9898927211761475
50,val,0.3565918711098758,0.3228289366832801,0.4358897618417229,15.25554950349301,0.3374461578298631,3.269414714612536e-05,9.843924760818481
51,train,0.09033585288800867,,,,,3.086582838174551e-05,7.000895977020264
51,val,0.35580318467183547,0.3310827181275402,0.44507713041135244,15.092347837654494,0.34692695428442644,3.086582838174551e-05,10.06335186958313
52,train,0.08616331036595126,,,,,2.9067013123128613e-05,7.013270378112793
52,val,0.36251200383359733,0.3166284429175513,0.43304302165550845,15.694436842110894,0.3366973015055157,2.9067013123128613e-05,10.015390157699585
53,train,0.08402164778664917,,,,,2.7300475013022666e-05,7.249439716339111
53,val,0.3658087762377479,0.30921458986454775,0.4207171655925257,16.049200388862626,0.32795473858531665,2.7300475013022666e-05,10.296813011169434
54,train,0.0800569064532802,,,,,2.556893792515225e-05,6.965986251831055
54,val,0.36666743777014993,0.30713663082569836,0.42061539225812467,14.974685084972606,0.32416086850538445,2.556893792515225e-05,9.87707257270813
55,train,0.07825637307498912,,,,,2.3875071764202563e-05,6.745636940002441
55,val,0.3615260029922832,0.317716029645609,0.432235711067915,14.783113290523728,0.3369172854346856,2.3875071764202563e-05,9.6116201877594
56,train,0.07677314509268311,,,,,2.222148834901989e-05,6.9310102462768555
56,val,0.3566903878883882,0.3266581401960658,0.4411170767620206,14.531430495940207,0.343134233756933,2.222148834901989e-05,9.91946268081665
57,train,0.07564472543831746,,,,,2.0610737385376352e-05,6.881754636764526
57,val,0.35865040085532446,0.32173043397654383,0.43747610082583765,14.711959840547431,0.337491460395127,2.0610737385376352e-05,9.805485725402832
58,train,0.07587825591512268,,,,,1.9045302534508318e-05,7.098476409912109
58,val,0.35581070791591296,0.32302420074120164,0.43539312375443323,16.008415453193006,0.33599504422910087,1.9045302534508318e-05,9.969938039779663
59,train,0.07358517980964892,,,,,1.7527597583490826e-05,6.852964162826538
59,val,0.368391169201244,0.3046875172028584,0.4169644983751433,17.199300252599297,0.32441224357585774,1.7527597583490826e-05,9.758524417877197
60,train,0.07316750043519363,,,,,1.6059962723352925e-05,7.027510166168213
60,val,0.36950805046341634,0.30601818008082254,0.4170367963079895,16.47426767184635,0.3285247610551467,1.6059962723352925e-05,10.007415771484375
61,train,0.07087689298632356,,,,,1.4644660940672629e-05,6.933106422424316
61,val,0.3610198544914072,0.31794896527592625,0.4310747137027127,16.113491298519623,0.3366022606007195,1.4644660940672629e-05,9.950765132904053
62,train,0.07002573448753283,,,,,1.3283874528215718e-05,6.905309438705444
62,val,0.3630864957787774,0.3157241536304355,0.4296263759689672,15.280887781639864,0.3381465341097383,1.3283874528215718e-05,9.805461883544922
63,train,0.06852995668006351,,,,,1.1979701719998453e-05,6.99320387840271
63,val,0.36488067307255484,0.3134552560879716,0.425787993733372,15.4803245604513,0.33432681232803585,1.1979701719998453e-05,9.96349573135376
64,train,0.06837945779087384,,,,,1.0734153455962748e-05,6.908051252365112
64,val,0.365033952051943,0.31157611755687475,0.4216956891019696,16.24532067378693,0.32329931204996915,1.0734153455962748e-05,10.036055326461792
65,train,0.06685672717785947,,,,,9.549150281252633e-06,6.829503059387207
65,val,0.3713842252709649,0.3025979272622083,0.4123315681038158,16.00970902526235,0.32103688293364224,9.549150281252633e-06,9.878091096878052
66,train,0.06668856543015172,,,,,8.426519384872749e-06,6.845641613006592
